Time,Left,U
4550,13792,89.9859
4562,13728,89.9776
4574,13680,89.8258
4586,13664,89.5327
4598,13632,89.1025
4610,13600,88.5414
4622,13552,87.8574
4634,13552,87.0604
4646,13536,86.1618
4658,13488,85.1747
4670,13472,84.1131
4682,13472,82.9923
4694,13536,81.8286
4706,13552,80.6385
4718,13568,79.4392
4730,13600,78.248
4742,13616,77.082
4754,13632,75.9579
4766,13648,74.892
4778,13664,73.8996
4790,13680,72.9949
4802,13696,72.191
4814,13744,71.4993
4826,13760,70.93
4838,13792,70.4911
4850,13840,70.1889
4862,13872,70.0279
4874,13936,70.0103
4886,13984,70.1363
4898,14000,70.4043
4910,14032,70.8102
4922,14064,71.3483
4934,14064,72.0109
4946,14080,72.7884
4958,14096,73.6695
4970,14080,74.6418
4982,14096,75.6911
4994,14128,76.8023
5006,14160,77.9596
