Time,Left,U
9484,13344,76.4653
9496,13440,75.7591
9508,13472,75.0584
9520,13504,74.3641
9532,13536,73.677
9544,13584,72.9982
9556,13632,72.3285
9569,13680,71.6141
9581,13664,70.9661
9593,13696,70.3297
9605,13728,69.7059
9617,13776,69.0954
9629,13824,68.499
9641,13936,67.9175
9653,13984,67.3517
9665,14048,66.8023
9677,14096,66.27
9689,14160,65.7555
9701,14208,65.2594
9713,14272,64.7824
9725,14304,64.3252
9737,14368,63.8883
9749,14400,63.4722
9761,14416,63.0776
9773,14464,62.7049
9785,14496,62.3546
9797,14528,62.0271
9809,14576,61.723
9821,14608,61.4426
9833,14640,61.1861
9845,14672,60.9541
9857,14688,60.7468
9869,14736,60.5644
9881,14768,60.4072
9893,14784,60.2754
9905,14800,60.1691
9917,14816,60.0885
9929,14832,60.0338
9941,14864,60.0049
9953,14864,60.0019
9965,14880,60.0249
9977,14896,60.0737
9989,14928,60.1483
10001,14928,60.2487
10013,14944,60.3747
10025,14944,60.5261
10037,14928,60.7027
10049,14928,60.9044
10061,14928,61.1307
10073,14928,61.3816
10085,14928,61.6565
10097,14928,61.9553
10109,14928,62.2774
10121,14928,62.6225
10133,14928,62.9901
10145,14976,63.3797
10157,14992,63.7909
10169,14960,64.2231
10181,14960,64.6757
10193,14960,65.1482
10205,14944,65.64
10217,14912,66.1503
10229,14912,66.6786
10241,14896,67.2242
10253,14880,67.7863
10265,14880,68.3642
10277,14832,68.9572
10289,14800,69.5646
10301,14800,70.1854
10313,14768,70.819
10325,14752,71.4644
10337,14736,72.121
10349,14704,72.7877
10361,14672,73.4638
10373,14592,74.1483
10385,14560,74.8405
10397,14528,75.5393
10409,14512,76.2439
10421,14480,76.9534
10433,14448,77.6668
10445,14400,78.3832
10457,14368,79.1018
10469,14352,79.8215
10484,14304,80.7213
10497,14272,81.5001
10509,14240,82.2169
10521,14208,82.9309
10533,14160,83.6411
10545,14128,84.3465
10557,14080,85.0463
10569,14048,85.7396
10581,14016,86.4255
10593,13984,87.103
10605,13936,87.7713
10617,13888,88.4295
10629,13856,89.0769
10641,13808,89.7124
10653,13776,90.3354
10665,13744,90.945
10677,13696,91.5404
10689,13680,92.1208
10701,13696,92.6855
10713,13680,93.2338
10725,13648,93.765
10737,13616,94.2783
10749,13600,94.7731
10761,13584,95.2488
10773,13552,95.7047
10785,13504,96.1402
10797,13520,96.5549
10809,13504,96.948
10821,13488,97.3193
10833,13440,97.668
10845,13424,97.9939
10857,13424,98.2965
10869,13376,98.5753
10881,13376,98.8301
10893,13360,99.0605
10905,13328,99.2662
10917,13312,99.4469
10929,13264,99.6024
10941,13248,99.7325
10953,13216,99.8371
10965,13168,99.9159
10977,13136,99.969
10989,13088,99.9961
11001,13040,99.9974
11013,13008,99.9727
11025,12992,99.9221
11037,12960,99.8457
11049,12912,99.7437
11061,12896,99.616
11073,12864,99.4629
11085,12864,99.2846
11097,12848,99.0813
11109,12848,98.8532
11121,12832,98.6008
11133,12816,98.3242
11145,12816,98.0239
11157,12800,97.7002
11169,12816,97.3536
11181,12816,96.9845
11193,12784,96.5934
11205,12736,96.1808
11217,12752,95.7473
11229,12736,95.2933
11241,12752,94.8195
11253,12752,94.3265
11265,12752,93.8149
11277,12816,93.2854
11289,12832,92.7387
11301,12848,92.1756
11313,12880,91.5966
11325,12912,91.0026
11337,12928,90.3943
11349,12976,89.7726
11361,13008,89.1382
11373,12976,88.492
11385,13008,87.8347
11397,13040,87.1674
11409,13040,86.4907
11421,13056,85.8056
11433,13072,85.113
11445,13088,84.4137
11457,13104,83.7088
11469,13104,82.999
11481,13120,82.2854
11493,13120,81.5688
11505,13136,80.8501
11517,13136,80.1304
11529,13152,79.4105
11541,13200,78.6913
11553,13232,77.9739
11565,13264,77.259
11577,13296,76.5478
11589,13328,75.841
11601,13360,75.1395
11613,13376,74.4444
11625,13408,73.7565
11637,13440,73.0767
11649,13456,72.4058
11661,13520,71.7448
11673,13536,71.0945
11685,13680,70.4557
11697,13728,69.8293
11709,13776,69.2161
11721,13808,68.6169
11733,13872,68.0323
11745,13904,67.4634
11757,13984,66.9106
11769,14048,66.3748
11781,14096,65.8567
11793,14160,65.3569
11805,14224,64.8761
11817,14272,64.4148
11829,14320,63.9738
11841,14368,63.5535
11853,14400,63.1546
11865,14432,62.7775
11877,14480,62.4227
11889,14512,62.0906
11901,14544,61.7818
11913,14592,61.4966
11925,14608,61.2354
11937,14656,60.9985
11949,14672,60.7862
11961,14704,60.5988
11973,14736,60.4365
11985,14768,60.2996
11997,14800,60.1883
12009,14800,60.1026
12021,14816,60.0426
12033,14832,60.0086
12045,14864,60.0004
12057,14864,60.0182
12069,14864,60.0619
12081,14864,60.1314
12093,14912,60.2266
12105,14928,60.3475
12117,14928,60.4938
12129,14928,60.6655
12141,14928,60.8621
12153,14912,61.0836
12165,14912,61.3296
12177,14912,61.5998
12189,14912,61.8938
12201,14912,62.2113
12213,14912,62.5518
12225,14912,62.9149
12237,14912,63.3002
12249,14912,63.7072
12261,14912,64.1352
12273,14944,64.5838
12285,14960,65.0524
12297,14960,65.5403
12309,14960,66.047
12321,14944,66.5718
12333,14928,67.1139
12345,14912,67.6728
12357,14896,68.2476
12369,14880,68.8377
12381,14832,69.4422
12393,14816,70.0605
12405,14784,70.6916
12417,14768,71.3347
12429,14736,71.9891
12441,14688,72.6539
