Time,Left,Right
1605603055796,2192,11328
1605603055816,2176,11552
1605603055836,2176,11632
1605603055856,2128,11744
1605603055876,2256,11888
1605603055896,2176,12048
1605603055915,2192,12096
1605603055935,2160,12288
1605603055956,2128,12368
1605603055976,2320,12576
1605603055996,2208,12672
1605603056017,2144,12720
1605603056037,2160,13008
1605603056057,2192,13008
1605603056077,2128,13152
1605603056096,2160,13296
1605603056116,2160,13328
1605603056136,2144,13552
1605603056156,2432,13888
1605603056175,2208,13744
1605603056195,2192,13952
1605603056215,2144,14000
1605603056235,2192,14176
1605603056255,2208,14288
1605603056276,2176,14448
1605603056296,2160,14544
1605603056317,2192,14576
1605603056337,2192,14896
1605603056357,2160,14928
1605603056376,2160,15168
1605603056396,2160,15152
1605603056416,2192,15216
1605603056436,2256,15456
1605603056456,2160,15536
1605603056477,2176,15600
1605603056497,2128,15776
1605603056518,2208,16000
1605603056539,2144,16064
1605603056558,2176,16304
1605603056578,2192,16320
1605603056598,2208,16640
1605603056618,2208,16576
1605603056637,2144,16640
1605603056658,2176,16816
