Time,Left,Right
1604818032289,22304,9136
1604818032308,22864,8592
1604818032327,23472,8096
1604818032346,23616,7568
1604818032366,24016,6880
1604818032385,24240,6352
1604818032405,25728,6384
1604818032425,25184,6560
1604818032445,25104,4816
1604818032465,25392,3584
1604818032485,24944,3344
1604818032506,24944,3136
1604818032526,24848,2656
1604818032547,24944,2576
1604818032567,24928,2288
1604818032586,24832,2064
1604818032606,24832,2048
1604818032626,24832,2032
1604818032646,24832,2048
1604818032666,24832,2048
1604818032686,24848,2048
1604818032707,24848,2048
1604818032727,24832,2048
1604818032748,24848,2048
1604818032768,24816,2048
1604818032788,24832,2032
1604818032808,24832,2048
1604818032828,24832,2032
1604818032848,24832,2048
1604818032868,24832,2048
1604818032888,24848,2048
1604818032909,24848,2048
1604818032929,24832,2048
1604818032950,24832,2048
1604818032969,24832,2048
1604818032989,24832,2032
1604818033009,24832,2048
1604818033029,24832,2032
1604818033049,24832,2048
1604818033069,24832,2048
1604818033090,24848,2048
1604818033110,24848,2048
1604818033131,24832,2048
1604818033151,24832,2048
1604818033171,24816,2048
1604818033191,24832,2032
1604818033210,24832,2048
1604818033230,24832,2032
1604818033250,24832,2048
1604818033271,24832,2048
1604818033291,24848,2048
1604818033311,24848,2048
1604818033332,24832,2048
1604818033352,24832,2048
1604818033372,24816,2048
1604818033392,24832,2032
1604818033412,24832,2048
1604818033432,24832,2032
1604818033451,24832,2048
1604818033472,24832,2048
1604818033492,24848,2048
1604818033513,24848,2048
1604818033553,25328,7216
1604818033573,25888,7184
1604818033593,26128,7056
1604818033612,26256,6848
1604818033632,25920,6176
1604818033652,25232,5792
1604818033672,24352,5680
1604818033693,23520,5696
1604818033713,22784,6000
1604818033733,22112,6352
1604818033754,21376,6752
1604818033774,20800,7200
1604818033793,20176,7648
1604818033813,19632,8176
1604818033833,19008,8640
1604818033853,18448,9152
1604818033873,17904,9600
1604818033893,17312,10144
1604818033914,16608,10608
1604818033934,16000,11136
1604818033955,15360,11632
1604818033975,14688,12064
1604818033994,14080,12560
1604818034014,13376,13008
1604818034034,12784,13456
1604818034053,12208,13968
1604818034074,11616,14464
1604818034094,11056,14944
1604818034115,10416,15440
1604818034135,9808,15936
1604818034156,9280,16480
1604818034175,8720,16976
1604818034195,8160,17440
1604818034215,7584,17936
1604818034235,7008,18384
1604818034254,6496,18816
1604818034275,5936,19344
1604818034295,5344,19824
1604818034315,4400,20304
1604818034336,4160,20672
1604818034356,3648,21248
1604818034376,3728,22128
1604818034396,2656,22336
1604818034416,2848,22976
1604818034436,2464,23296
1604818034456,2240,23536
1604818034476,2128,23456
1604818034496,2208,24160
1604818034517,3248,25072
1604818034537,3264,24640
1604818034558,2240,24720
1604818034578,2144,24704
1604818034598,2080,24480
1604818034618,2048,24496
1604818034638,2048,24496
1604818034658,2048,24496
1604818034678,2048,24480
1604818034697,2048,24480
1604818034716,2048,24480
1604818034735,2032,24480
1604818034754,2048,24480
1604818034773,2064,24512
1604818034792,2064,24496
1604818034811,2064,24512
1604818034830,2064,24512
1604818034849,2080,24496
1604818034867,2080,24512
1604818034886,2048,24512
1604818034905,2064,24512
1604818034924,2064,24512
1604818034943,2064,24496
1604818034962,2064,24512
1604818034981,2064,24512
1604818034999,2064,24496
1604818035018,2080,24512
1604818035037,2064,24512
1604818035056,2064,24512
1604818035075,2064,24512
1604818035094,2064,24496
1604818035113,2064,24512
1604818035132,2064,24512
1604818035151,2064,24496
1604818035169,2080,24512
1604818035188,2048,24512
1604818035207,2064,24512
1604818035226,2064,24512
1604818035245,2064,24496
1604818035264,2064,24512
1604818035283,2064,24512
1604818035302,2064,24496
1604818035320,2064,24512
1604818035339,2064,24512
1604818035358,2064,24512
1604818035378,2080,24512
1604818035398,2080,24496
1604818035417,2080,24512
1604818035437,2064,24512
1604818035457,2080,24512
1604818035477,2080,24512
1604818035498,2080,24512
1604818036039,7280,23824
1604818036059,7232,25136
1604818036079,7136,26032
1604818036100,7104,26272
1604818036120,6688,26336
1604818036141,6288,26112
1604818036161,6256,25376
1604818036181,6320,24576
1604818036201,6416,23824
1604818036220,6832,23200
1604818036240,7184,22608
1604818036260,7568,21952
1604818036280,8064,21344
1604818036301,8544,20704
1604818036321,9088,20080
1604818036342,9600,19568
1604818036362,10176,19024
1604818036382,10688,18592
1604818036402,11264,18112
1604818036421,11824,17632
1604818036441,12432,17152
1604818036461,12976,16656
1604818036481,13616,16144
1604818036500,14240,15648
1604818036520,14880,15152
1604818036540,15504,14640
1604818036560,16160,14192
1604818036580,16800,13680
1604818036601,17424,13200
1604818036621,18048,12736
1604818036642,18640,12256
1604818036662,19232,11776
1604818036682,19840,11344
1604818036702,20432,10800
1604818036721,20992,10336
1604818036741,21552,9824
1604818036761,22112,9296
1604818036781,22704,8800
1604818036801,23328,8256
1604818036822,23712,7728
1604818036842,24000,6960
1604818036863,23456,6464
1604818036883,23648,6000
1604818036902,25408,6736
1604818036922,25008,4912
1604818036942,24288,3584
1604818036962,24848,3680
1604818036982,24896,3104
1604818037002,24768,2592
1604818037023,24864,2416
1604818037043,24864,2352
1604818037064,24736,2080
1604818037084,24720,2048
1604818037104,24736,2048
1604818037124,24736,2048
1604818037143,24736,2048
1604818037163,24752,2048
1604818037183,24752,2048
1604818037203,24736,2048
1604818037222,24752,2048
1604818037242,24736,2048
1604818037262,24752,2048
1604818037282,24752,2048
1604818037303,24736,2064
1604818037323,24752,2064
1604818037343,24752,2064
1604818037364,24752,2048
1604818037384,24736,2048
1604818037403,24736,2048
1604818037423,24752,2048
1604818037443,24752,2048
1604818037463,24752,2032
1604818037483,24752,2048
1604818037503,24736,2064
1604818037524,24752,2064
1604818037544,24752,2064
1604818037565,24752,2048
1604818037585,24752,2048
1604818037604,24736,2048
1604818037624,24752,2048
1604818037644,24752,2048
1604818037664,24736,2032
1604818037696,24736,2048
1604818037716,24736,2032
1604818037737,24736,2048
1604818037758,24720,2032
1604818037778,24704,2048
1604818037797,24704,2016
1604818037816,24720,2016
1604818037836,24720,2016
1604818037855,24704,2016
1604818037874,24736,2048
1604818037892,24736,2048
1604818037911,24736,2032
1604818037930,24736,2048
1604818037949,24736,2048
1604818037968,24736,2032
1604818037987,24736,2048
1604818038006,24720,2048
1604818038025,24736,2048
1604818038062,24416,7264
1604818038081,25408,7248
1604818038100,25952,7200
1604818038119,26048,7088
1604818038138,26128,6672
1604818038156,25728,6160
1604818038175,25040,5760
1604818038194,24176,5728
1604818038213,23424,5808
1604818038232,22784,6016
1604818038251,22144,6320
1604818038270,21520,6688
1604818038288,20880,7104
1604818038307,20368,7552
1604818038326,19744,8048
1604818038345,19216,8528
1604818038364,18576,8944
1604818038383,18128,9408
1604818038402,17536,9888
1604818038421,16976,10336
1604818038439,16416,10832
1604818038458,15776,11296
1604818038477,15216,11728
1604818038497,14544,12176
1604818038517,13952,12608
1604818038537,13280,13104
1604818038557,12672,13584
1604818038576,12144,14112
1604818038597,11536,14560
1604818038618,10912,15072
1604818038638,10320,15600
1604818038659,9648,16096
1604818038679,9136,16624
1604818038699,8480,17120
1604818038719,7968,17552
1604818038738,7488,18048
1604818038758,6880,18544
1604818038778,6288,18992
1604818038798,5680,19472
1604818038819,4960,19952
1604818038839,3936,20320
1604818038860,3392,21056
1604818038880,3584,21744
1604818038900,2944,22400
1604818038920,3344,22368
1604818038939,2752,22944
1604818038959,2384,23360
1604818038979,2176,23264
1604818038999,2048,23488
1604818039020,4352,23904
1604818039040,2928,23488
1604818039061,2352,24800
1604818039081,2224,25376
1604818039101,2160,25040
1604818039121,2064,24624
1604818039140,2064,24512
1604818039160,2048,24512
1604818039180,2064,24512
1604818039201,2080,24528
1604818039221,2064,24512
1604818039241,2080,24528
1604818039262,2064,24528
1604818039282,2064,24528
1604818039302,2064,24512
1604818039322,2064,24496
1604818039341,2064,24528
1604818039361,2048,24528
1604818039381,2064,24512
1604818039401,2080,24528
1604818039422,2064,24512
1604818039442,2064,24528
1604818039463,2064,24528
1604818039483,2064,24528
1604818039503,2064,24512
1604818039523,2064,24496
1604818039543,2064,24512
1604818039562,2048,24512
1604818039582,2064,24512
1604818039603,2080,24528
1604818039623,2064,24512
1604818039644,2080,24528
1604818039664,2064,24528
1604818039685,2080,24528
1604818039705,2064,24512
1604818039725,2064,24496
1604818039744,2064,24512
1604818039764,2048,24528
1604818039784,2064,24512
1604818039804,2080,24512
1604818039824,2064,24512
1604818039845,2080,24528
1604818039865,2064,24528
1604818039886,2080,24528
1604818039906,2064,24512
1604818039926,2064,24496
1604818039945,2064,24512
1604818039965,2048,24512
1604818039985,2064,24512
