Time,Left,Right
1605505148359,2208,2144
1605505148379,2224,2144
1605505148399,2208,2128
1605505148419,2208,2128
1605505148439,2208,2144
1605505148460,2208,2144
1605505148480,2208,2128
1605505148501,2208,2128
1605505148521,2208,2128
1605505148541,2224,2144
1605505148561,2208,2144
1605505148581,2224,2128
1605505148601,2224,2144
1605505148621,2208,2144
1605505148641,2224,2144
1605505148662,2224,2144
1605505148682,2224,2144
1605505148703,2224,2144
1605505148723,2208,2144
1605505148743,2208,2144
1605505148762,2208,2144
1605505148782,2208,2128
1605505148802,2224,2144
1605505148822,2208,2144
1605505148842,2224,2144
1605505148863,2224,2144
1605505148884,2208,2144
1605505148906,2208,2128
1605505148926,2208,2128
1605505148946,2224,2144
1605505148966,2208,2144
1605505148985,2208,2128
1605505149005,2208,2144
1605505149025,2208,2144
1605505149044,2224,2144
1605505149064,2224,2144
1605505149084,2224,2128
1605505149104,2208,2144
1605505149124,2208,2144
1605505149144,2224,2144
1605505149165,2224,2144
1605505149185,2224,2144
1605505149226,5104,5040
1605505149245,4992,7808
1605505149265,4352,7200
1605505149285,3792,6128
1605505149304,3424,5632
1605505149325,3152,5488
1605505149345,3056,5520
1605505149366,2960,5776
1605505149386,2928,6096
1605505149407,2896,6544
1605505149427,2880,7104
1605505149447,2880,7648
1605505149467,2864,8096
1605505149486,2864,8624
1605505149506,2848,9120
1605505149526,2832,9616
1605505149546,2848,10128
1605505149567,2816,10608
1605505149587,2816,11168
1605505149608,2800,11696
1605505149628,2784,12112
1605505149648,2784,12640
1605505149668,2784,13104
1605505149687,2784,13584
1605505149707,2784,14112
1605505149727,2752,14592
1605505149748,2784,15056
1605505149768,2768,15584
1605505149789,2768,16080
1605505149809,2784,16576
1605505149829,2768,17088
1605505149849,2768,17584
1605505149869,2784,18048
1605505149888,2768,18576
1605505149908,2800,19024
1605505149928,2784,19552
1605505149949,2800,20000
1605505149969,2784,20480
1605505149989,2784,21008
1605505150010,2768,21568
1605505150031,2784,22096
1605505150050,2752,22640
1605505150070,2768,23104
1605505150090,2672,23632
1605505150110,2368,23584
1605505150130,2208,23600
1605505150151,2592,24112
1605505150171,2384,25376
1605505150191,2432,23920
1605505150212,2352,24784
1605505150232,2368,25520
1605505150252,2224,24544
1605505150272,2224,24560
1605505150291,2224,24560
1605505150311,2224,24560
1605505150332,2208,24560
1605505150353,2224,24560
1605505150373,2224,24560
1605505150393,2224,24560
1605505150414,2224,24560
1605505150434,2208,24560
1605505150454,2224,24560
1605505150473,2224,24560
1605505150493,2224,24560
1605505150513,2224,24560
1605505150534,2208,24560
1605505150554,2224,24560
1605505150574,2224,24560
1605505150595,2224,24560
1605505150615,2224,24560
1605505150635,2208,24560
1605505150655,2224,24560
1605505150675,2224,24560
1605505150695,2224,24560
1605505150714,2224,24560
1605505150735,2208,24560
1605505150755,2224,24560
1605505150776,2224,24560
1605505150796,2224,24560
1605505150817,2224,24560
1605505150837,2208,24560
1605505150856,2208,24560
1605505150876,2208,24560
1605505150896,2208,24544
1605505150915,2208,24560
1605505150936,2208,24560
1605505150956,2208,24560
1605505150977,2208,24560
1605505150997,2208,24560
1605505151018,2224,24560
1605505151038,2208,24560
1605505151057,2224,24560
1605505151077,2224,24560
1605505151097,2208,24560
1605505151117,2224,24560
1605505151136,2208,24560
1605505151157,2224,24560
1605505151177,2224,24560
1605505151198,2224,24560
1605505151218,2224,24560
1605505151258,5488,25680
1605505151278,4480,27120
1605505151298,3888,27584
1605505151317,3488,26944
1605505151337,3200,25904
1605505151358,3056,25040
1605505151378,2944,24336
1605505151399,2896,23648
1605505151419,2864,23040
1605505151440,2816,22448
1605505151460,2816,21824
1605505151479,2800,21184
1605505151499,2800,20608
1605505151519,2816,20112
1605505151539,2784,19648
1605505151559,2800,19104
1605505151580,2784,18608
1605505151600,2784,18112
1605505151621,2784,17616
1605505151641,2784,17184
1605505151661,2768,16624
1605505151681,2784,16128
1605505151701,2784,15632
1605505151721,2784,15120
1605505151741,2784,14672
1605505151761,2800,14192
1605505151782,2784,13680
1605505151802,2800,13184
1605505151823,2800,12720
1605505151843,2784,12272
1605505151862,2784,11808
1605505151882,2784,11280
1605505151902,2784,10736
1605505151922,2784,10288
1605505151942,2784,9728
1605505151963,2800,9200
1605505151983,2800,8688
1605505152003,2800,8096
1605505152024,2816,7584
1605505152044,2800,7024
1605505152064,2800,6480
1605505152083,2800,5920
1605505152103,2752,5344
1605505152123,2304,4000
1605505152143,2384,3984
1605505152163,2496,2992
1605505152184,2368,2960
1605505152204,2560,2608
1605505152225,2352,2528
1605505152245,2352,2480
1605505152265,2208,2144
1605505152284,2208,2144
1605505152304,2208,2144
1605505152324,2208,2144
1605505152344,2208,2144
1605505152365,2224,2144
1605505152385,2224,2144
1605505152405,2208,2144
1605505152426,2208,2144
1605505152446,2208,2144
1605505152466,2208,2144
1605505152485,2208,2144
1605505152505,2208,2144
1605505152525,2208,2144
1605505152545,2208,2144
1605505152566,2224,2144
1605505152586,2224,2144
1605505152607,2208,2144
1605505152627,2224,2144
1605505152647,2208,2144
1605505152667,2208,2144
1605505152686,2208,2144
1605505152706,2208,2128
1605505152726,2208,2128
1605505152746,2208,2128
1605505152767,2208,2128
1605505152787,2208,2144
1605505152807,2208,2128
1605505152830,2208,2144
1605505152850,2192,2128
1605505152870,2192,2112
1605505152890,2192,2128
1605505152910,2192,2112
1605505152930,2192,2128
1605505152950,2176,2112
1605505152969,2192,2112
1605505152988,2192,2112
1605505153007,2192,2128
1605505153026,2208,2128
1605505153045,2208,2128
1605505153063,2208,2128
1605505153082,2208,2128
1605505153101,2192,2128
1605505153120,2208,2128
1605505153139,2208,2128
1605505153158,2192,2128
1605505153177,2208,2128
1605505153196,2208,2128
1605505153215,2208,2128
1605505153234,2208,2128
